id_TMDB,id_IMDB,nome,nacionalidade,num_oscars
109,nm0000704,Elijah Wood,"Cedar Rapids, Iowa, USA",0
109543,nm3112148,Qayam Devji,,0
2896263,,Andrew Fraser,,0
2896264,,Dakota Askew,,0
74343,nm0017690,Matthew Aldrich,,0
1214345,nm0394126,Bruce Hopkins,,0
9437,nm0025305,Hank Amos,,0
2896265,,Jordan Fulleylove,,0
64856,nm0925227,Michael Jai White,"Brooklyn, New York City, New York, USA",0
6092,nm1328998,Julia Krynke,"Opole, Opolskie, Poland",0
2896266,,Lenny Firth,,0
6856,nm0000621,Kurt Russell,"Springfield, Massachusetts, USA",0
578699,nm3060088,Grahame Edwards,,0
2378191,nm10645924,Julian Russo,,0
52924,nm0404475,Rich Hutchman,,0
1546955,,Deena Beasley,,0
110,nm0001557,Viggo Mortensen,"Manhattan, New York City, New York, USA",0
2378192,,Agostino Rosalina,,0
1346536,nm3429884,Arinzé Kene,"Lagos, Nigeria",0
1345419,nm5795508,Hermione Corfield,"London, England, UK",0
2140622,,Jamie Carter,,0
2504653,nm10904409,Xavyer Ureña,,0
230621,nm3111958,Tracey Lee Maxwell,"Christchurch, New Zealand",0
1056090,nm0646005,Olumiji Olawumi,,0
1852182,nm9133740,Huck Milner,,0
180838,nm0800923,Brian Simpson,"Pittsburgh, Pennsylvania, USA",0
54415,nm1265802,Josh Gad,"Hollywood, Florida, USA",0
2896268,,Matthew Walker,,0
1502907,nm7058841,Nev Scharrel,,0
1235660,nm1471109,Igor Morozov,,0
1223658,nm0675442,Raymond S. Persi,"Eagle Rock, California, USA",0
1546956,,Mandy Neuhaus,,0
83852,nm0416699,Liam James,"Vancouver, Canada",0
1133011,nm4218810,Melia Kreiling,"Geneva, Switzerland",0
1313559,nm3570321,Ray Fisher," Camden, New Jersey, USA",0
112,nm0000949,Cate Blanchett,"Melbourne, Victoria, Australia",2
1090782,nm1218560,Louis Doyle,,0
1677266,,Johnathan Geare,,0
105823,nm0121588,Alfred Burke,"Peckham, London, England, UK",0
1245802,nm0022357,Eugene Alper,,0
1677267,,Ryan Hayward,,0
1250452,nm1600132,Shane Zaza,UK,0
1642892,nm4956835,Ariadne Joseph,,0
2949739,,David Massam,,0
44735,nm0251986,Jesse Eisenberg,"New York City, New York, USA",0
113,nm0000489,Christopher Lee,"Belgravia, Westminster, England",0
2058708,nm9830820,Isabella Sermon,"London, UK",0
1035243,nm3677311,Valeria Maldonado,,0
6859,nm0535502,Mía Maestro,"Buenos Aires, Argentina",0
2949744,,Brendan Columbus,,0
10125,nm0930886,Jennifer Williams,,0
2949746,,Robert Ayres,,0
114019,nm1812656,Luke Evans,"Pontypool, Wales, UK",0
17633,nm0551128,Rob Marshall,"Madison, Wisconsin, USA",0
55252,nm1783265,Tim Miller,"Pasadena, California, USA",0
1627287,nm7896231,Jia Ling,"Xiangyang, Hubei, China",0
1428460,nm2976920,Max Bennett,,0
2517,nm0614220,Donna Murphy,"Corona, New York, USA",0
114,nm0089217,Orlando Bloom,"Canterbury, Kent, England, UK",0
80591,nm0429069,Rashida Jones,"Los Angeles, California, USA",0
4495,nm0136797,Steve Carell,"Concord, Massachusetts, USA",0
26510,nm0506405,Eugene Levy,"Hamilton, Ontario, Canada",0
1692048,,Dave Pasch,,0
1543874,nm5203487,Joe Fishel,,0
205427,nm2680937,Mark Mitchinson,"England, UK",0
1236324,nm2395968,Wang Lin,"Shanghai, China",0
1431508,nm3571491,Sope Aluko,,0
1090783,nm1217942,Charlotte Skeoch,"Surrey, England, UK ",0
2518,nm0001344,Gregg Henry,"Lakewood, Colorado, USA",0
5274,nm0000872,Patrick Bauchau,"Brussels, Belgium",0
1186515,nm4397494,Nicole Alexandra Shipley,,0
27632,nm0199842,Ben Daniels,"Nuneaton, Warwickshire, England, UK",0
2053274,,Bonnie Wild,,0
53650,nm1107001,Anthony Mackie,"New Orleans, Louisiana, USA",0
116,nm0461136,Keira Knightley,"Teddington, London, England, UK",0
83854,nm2810287,David Dastmalchian,"Pennsylvania, USA",0
2600643,nm0809331,Mervyn Smith,,0
105831,nm1926337,Toni Trucks,"Grand Rapids, Michigan, USA",0
1434230,nm4223018,Emily Davis,,0
2504660,nm10327922,Damian Emmanuel,,0
53651,nm1010931,Monique Gabriela Curnen,USA,0
1460686,nm2037641,Jack Murray,"Montréal, Québec, Canada",0
1090781,nm1670700,Tolga Safer,,0
1109702,nm4175221,Karan Soni,"Nuova Delhi, India",0
195286,nm0282332,Sarah Flind,,0
1692050,,Henry Frost III,,0
118,nm0001691,Geoffrey Rush,"Toowoomba, Queensland, Australia",1
125938,nm0539137,Robyn Malcolm,"Ashburton, New Zealand",0
1266844,nm3241634,Erik Odom,,0
105832,nm2163182,Aja Evans,,0
10127,nm0000685,Jon Voight,"Yonkers, New York, USA",1
2089079,,Richard Edge,,0
1382356,nm1193262,Taylor St. Clair,,0
1409655,nm5806210,Jack Greenlees,,0
92623,nm0012208,Matt Adler,"Los Angeles, California, USA",0
1090784,nm1009721,Steve Mackey,,0
52935,nm0197855,John Francis Daley,"Wheeling, Illinois, USA",0
1546971,nm6460320,Steven Oliver,,0
1832096,nm5876335,Roberts Jekabsons,,0
29082,nm0680274,Bruce Phillips,,0
1329041,nm1640219,Brian Herring,,0
32887,nm0382216,Christopher Heyerdahl,British Columbia - Canada,0
1622651,nm4845037,Jade Chynoweth,"Park City, Utah, USA",0
1588590,nm4190344,Chris Palermo,,0
240629,nm0413087,Andrew Jack,"London, England, UK",0
1685460,nm0661545,David Paris,,0
10713,nm0001385,Eric Idle,"South Shields, County Durham, England, UK",0
139900,nm0441042,Florence Kasumba,"Kampala, Uganda",0
49275,nm0308208,Spencer Garrett," Los Angeles, California, USA",0
13473,nm0000960,Barry Bostwick,"San Mateo, California, USA",0
1090785,nm2058845,Jason Buckle,,0
1096415,nm3432684,Emily Hahn," Los Angeles, California, USA",0
1442429,,Aatash Amir,,0
1613949,,Bryan Phillips,,0
100242,nm1081097,Elize du Toit,"Grahamstown, South Africa",0
192922,nm1442933,Paul Thornley,,0
1744241,nm5403126,Stephany Folsom,,0
52938,nm0501837,Vanessa Lengies,"Montréal, Québec, Canada",0
1292258,nm4477836,Jack Kesy,"New York, New York, U.S",0
592343,nm3838352,Richard Gallion,,0
1184928,nm0800939,Christian Simpson,"Wimbledon, England, UK",0
3061,nm0000191,Ewan McGregor,"Perth, Scotland, UK",0
1616347,,Sophie Reid,,0
1090786,nm2055173,Steve Claydon,,0
1481440,nm4571421,Daniel Stisen,"Mandal, Norway",0
1441919,nm1294269,Caspar Phillipson,,0
116627,nm0279873,Hal Fishman,"Brooklyn, New York, USA",0
1237628,nm0242256,Lori Dungey,,0
1622657,,Mark Aaron Wagner,"Fullerton, California, USA",0
15730,nm0604948,Peter Morgan,"London, England, UK",0
126667,nm2686004,John Bell,"Paisley, Scotland, UK ",0
127387,nm0523180,Yuri Lowenthal,"Alliance, Ohio, U.S.",0
38885,nm0041614,Marie-Françoise Audollent,,0
129,nm0866058,J.R.R. Tolkien,"Bloemfontein, Orange Free State, South Africa",0
1111204,nm1631384,Emmett Scanlan,Dublin - Ireland,0
1304469,nm2567807,Russ Bain,,0
3063,nm0842770,Tilda Swinton,"London, England, UK",1
1549537,nm2111132,Tracey Bonner,,0
2524,nm0362766,Tom Hardy,"Hammersmith, London, England, UK",0
6884,nm0420941,Patty Jenkins,"Victorville, California, USA",0
2175390,nm4960618,London Fuller,USA,0
1385097,nm2018573,Sean Cronin,London - England - UK,0
81267,nm0159527,Navin Chowdhry,"Bristol, Gloucestershire, England, UK",0
59286,nm1925026,Laura Ortiz,"Bogotá, Colombia",0
216782,nm0157312,Fernando Chien,,0
41089,nm0771414,Martin Starr,"Santa Monica, California, U.S.",0
2312660,nm8915919,Brenda Nuñez López,,0
38886,nm0556456,Tina Maskell,,0
27102,nm0843100,Wanda Sykes,"Portsmouth, Virginia, USA",0
3064,nm0611932,Peter Mullan,"Peterhead, Aberdeenshire, Scotland, UK",0
1058026,nm2679217,Audi Resendez,,0
12708,nm0082526,Peter Billingsley,"New York City, New York, US",0
2507402,nm0042355,Craig Austin,,0
1533850,nm5635302,Eden Estrella,"Los Angeles, U.S.A",0
501,nm0266824,Dakota Fanning,"Conyers, Georgia, USA",0
1056117,nm0045924,Peter Donald Badalamenti II,,0
96997,nm1245828,Bradford Simonsen,,0
9452,nm0076780,Daniel Bernhardt,"Worblaufen BE, Switzerland",0
77520,nm0695373,Ron Prather,,0
41091,nm1325419,Kristen Wiig,"Canandaigua, New York, USA",0
29094,nm0045324,John Bach,,0
1684652,nm2937122,Adrian Molina,"Yuba City, California, USA",0
38887,nm0670092,Peter Pedrero,"London, England, UK",0
76793,nm0451234,Irrfan Khan,"Jaipur, Rajasthan, India",0
1399526,nm5114966,Maisie Richardson-Sellers," England, U.K.",0
650,nm0000261,Karen Allen,"Carrollton, Illinois, USA",0
933238,nm0272581,Rebecca Ferguson,"Stockholm, Sweden",0
34715,nm0626362,James Nesbitt,"Ballymena, County Antrim, Northern Ireland",0
936415,nm2747476,Kim Kold,"Copenhagen, Denmark",0
52946,nm1274545,Reynaldo Gallegos,,0
140525,nm0642854,John O'Toole,,0
1657311,,Raghad Chaar,,0
38888,nm0181787,Seth Gabel,"Hollywood, Florida, USA",0
131,nm0350453,Jake Gyllenhaal,"Los Angeles, California, USA",0
9039,nm0653211,John Ottman,,1
1172108,nm5085683,Mckenna Grace,"Grapevine, Texas, USA",0
1207292,nm2610032,Richard Whiteside,,0
5293,nm0000353,Willem Dafoe,"Appleton, Wisconsin, USA",0
1399527,nm1115654,Miltos Yerolemou,,0
3794,nm0004170,Bob Kane,"New York City, New York, USA",0
15735,nm0000545,Helen Mirren,"Hammersmith, London, England, UK",1
1140635,nm1376997,Jon Campling,"Hull, England, UK",0
17647,nm0735442,Michelle Rodriguez,"Bexar County, Texas, USA",0
1790376,nm6945050,Mattea Conforti,,0
1769602,nm4171997,Ffion Jolly,"Surrey, England",0
10986,nm1089198,Ben Borowiecki,,0
190944,nm0145009,Alexandra Castillo,"Santiago, Chile",0
44029,nm0712587,Fabienne Rawley,,0
164494,nm1870243,Cornell Womack,,0
5294,nm0252230,Chiwetel Ejiofor,"Forest Gate, London, UK",0
3796,nm0001284,Michael Gough,"Kuala Lumpur, Malaysia",0
2267115,,Denzel Quirke,,0
2157567,,Tai-Li Lee,,0
1989352,nm5455894,Abigaille Ozrey,,0
15737,nm0567031,Helen McCrory,"London, England, UK",0
2157568,,Magnus Nolan,,0
1795311,nm7824205,Greta Carew-Johns,,0
2157569,,Helena Cullinan,,0
655,nm0722636,John Rhys-Davies,"Ammanford, Wales, UK",0
223133,nm3141225,Jessica Gomes," Sydney, Australia",0
2157570,,Shelley Lang,,0
21679,nm0733172,Vinette Robinson,"Bradford, West Yorkshire, England, UK ",0
1995179,nm0809205,Marc Smith,,0
229508,nm1275506,Mike Escamilla,,0
1869724,,Najah Jackson,,0
1427935,nm1019974,Bodie Taylor,,0
2157571,,Adam Cole,,0
1980397,nm9965555,Dean Ashton,,0
85718,nm1395602,Allen Leech,"Killiney, County Dublin, Ireland",0
1056121,nm3363032,Ryan Coogler,"Oakland, California, USA",0
2157572,,Angela Nathenson,,0
1399528,nm4024206,Pip Andersen,,0
1809787,,Matt Burke,,0
2157573,,Jill Maddrell,,0
91378,nm1787887,Ngô Thanh Vân,"Tra Vinh, Vietnam",0
2157574,,Jason Tendell,,0
130,nm0048652,Kenny Baker,"Birmingham, England, UK",0
1053876,nm3103992,Milorad Kapor,,0
1233325,nm1151879,Jeroen van Koningsbrugge,,0
1869725,nm1532327,Natasha Charles Parker,"Pennsylvania, USA",0
2157575,,Jack Gilroy,,0
1546222,nm3635540,Daina Griffith,,0
174563,nm0660407,Paul Pape,"Rochester, New York, USA",0
1232599,nm0536866,Matthew Maher,,0
1399529,nm4279492,Dixie Arnold,,0
1499792,nm0769292,Derani Scarr,,0
3799,nm0001850,Billy Dee Williams,New York City - New York - USA,0
941439,nm0855092,Olivia Tennet,,0
1205492,nm3148809,Akos Armont,,0
930996,nm3415485,Christian Baha,,0
1765806,nm4007942,Malcolm C. Murray,,0
147592,nm0130785,Bill Calvert,"Honolulu, Hawaii, USA",0
1371141,nm3537172,Jacqueline Scislowski,"Chicago, Illinois, USA",0
165787,nm0601781,Rich Moore,"Oxnard, California, USA",1
1399531,nm6609666,Billie Lourd,"Los Angeles, California, USA",0
10723,nm0001565,Mike Newell,"St. Albans, Hertfordshire, England, UK ",0
63470,nm0529078,Jennifer Lyons," Pasadena, California, U.S. ",0
658,nm0000547,Alfred Molina,"London, England, UK",0
118489,nm0230666,Walt Dohrn,"Orange County, California, USA",0
3075,nm0564920,Rory McCann,"Glasgow, Scotland, UK",0
1225911,nm0390253,Peter Holden,,0
64896,nm0939255,Michael Wong Man-Tak,"Albany, New York, USA",0
10669,nm0001096,Timothy Dalton,"Colwyn Bay, Wales, UK",0
1269,nm0000126,Kevin Costner," Lynwood, California, USA",1
79856,nm0560806,Tony Maudsley,"Kirkby, Liverpool, Merseyside, England, UK",0
1427941,nm0746419,Matt Rowan,,0
2293121,,Barry Curtis,,0
2312644,nm8915912,Anna MacKenzie Rogers,,0
80619,nm0183548,Steve Coulter,,0
59297,nm1468061,Eric Edelstein,"Patuxent River, Maryland, USA",0
659,nm0434759,Wolf Kahler,"Kiel, Germany",0
1526863,nm3125329,Alex Dowding,,0
1999049,,Constanza Lechuga,,0
156917,nm0466843,Annie Korzen,"The Bronx, New York City, New York, USA",0
11275,nm0000410,Stephen Fry,"Hampstead, London, England, UK",0
1047940,nm4544868,Erin Banks,,0
118490,nm0896680,Meredith Vieira,"Providence, Rhode Island, USA",0
1552817,nm2267815,Christian Lanz,,0
1201337,nm1113484,Victoria Beynon-Cole,,0
1228940,nm1640855,Jonathan Dixon,,0
18918,nm0425005,Dwayne Johnson,"Hayward, California, USA",0
133031,nm0087432,Nicholas Blane,,0
1139349,nm5421877,Julian Dennison,"Wellington, New Zealand",0
1559014,,David H. Kramer,,0
39659,nm1218607,Burn Gorman,"Hollywood, California, U.S.A.",0
1661677,,Abigail Klein," Dallas, Texas, USA",0
1190987,nm2544577,Dan Amboyer,"Detroit, Michigan, USA",0
492791,nm3170495,Ali Fazal,"Lucknow, India",0
10732,nm0063027,Terence Bayler,,0
1546229,nm6802489,Carl Lundstedt,,0
1474705,nm4089182,Daniel Adegboyega,,0
15757,nm0005380,Ray Romano,"Queens, New York City, New York, USA",0
1216947,nm0030193,David Ankrum,"Santa Clara County, California, USA",0
19468,nm0065418,Gerry Becker,"St. Louis, Missouri, USA",0
1869736,nm5162650,Sean Buxton,,0
80616,nm0398016,Maria Howell,"Gastonia, North Carolina, USA",0
1821165,,D.J. Bailey,,0
1610940,nm1167985,Lewis Tan,"Manchester, England",0
172696,nm0160590,June Christopher,,0
1214961,,Tom Luginbill,,0
9464,nm0502015,Harry Lennix,Chicago - Illinois - USA,0
155,nm0085407,Lucas Black,"Speake, Alabama, USA",0
118494,nm1543216,Jill Flint,Cherry Valley - New York - USA,0
1447932,nm6328300,Winston Duke,"Argyle, Trinidad and Tobago",0
1869737,nm6423494,Michael Shacket,,0
15758,nm0001451,Queen Latifah,"Newark, New Jersey, USA ",0
1999051,,Vivianne Nacif,,0
56041,nm0575293,Irene Mecchi,,0
11276,nm0683116,Tim Pigott-Smith,Rugby - England - UK,0
53688,nm2178959,Lily Cole,"Torquay, Devon, England, UK",0
17051,nm0290556,James Franco,"Palo Alto, California, USA",0
10739,nm0001564,Bebe Neuwirth,"Princeton, New Jersey, USA",0
2267135,,Micah Ohlman,,0
2060733,,Paul Sockett,,0
2267136,,Jack Andrew,,0
5309,nm0001132,Judi Dench,"York, North Yorkshire, England, UK",1
189689,nm1290283,Ryan Nelson,"Abergavenny, Wales, UK",0
159454,nm0106998,Peter Breitmayer,"Arcadia, California, USA",0
1204379,nm2295590,Kevin Guthrie,"Neilston, Regno Unito",0
17052,nm0333410,Topher Grace,"New York City, New York, USA",0
992507,,Ashley Hamilton,"Los Angeles, California, USA ",0
39661,nm0535837,Francis Magee,Dublin - Ireland,0
92079,nm0304422,Merrilyn Gann,"Vancouver, British Columbia, Canada",0
15760,nm0669681,Josh Peck,"Hell's Kitchen, Manhattan, New York City, New York, USA",0
1682444,nm3632940,Teresa Daley,USA,0
1201342,nm1180112,Jonathan Jordan,,0
27124,nm0687679,Gerard Plunkett,"Dublin, Ireland ",0
120833,nm0243983,Richard Durden,"Hendon, Middlesex, England, UK",0
291263,nm1443502,Jordan Peele,"New York City, USA",1
159456,nm0889198,Marc Vann,"Norfolk, Virginia, USA",0
2267137,,Kyryl Koltsov,,0
1999052,,Adriana Sevahn Nichols,,0
934045,nm0519468,Francesca Longrigg,,0
2267140,,Sonny Le,,0
123548,nm0758400,Antonio Salines,"La Spezia, Liguria, Italy",0
15092,nm0670582,Sarah Peirse,,0
59312,nm0432228,Alessandro Juliani,"Montréal, Québec, Canada",0
967933,nm3167226,Alexandre Haussmann,,0
1184960,nm2256122,Eric Kofi Abrefa,"Stockwell, London, England, UK",0
11279,nm0019885,Roger Allam,"London, England, UK",0
15761,nm0217221,Grey DeLisle,"Fort Ord, California, USA",0
2267141,,Jon Fabian,,0
192970,nm0167134,Richard Clothier,"Hertfordshire, England, UK",0
59891,nm0405271,Martin Hynes,"Eugene, Oregon, USA",0
3810,nm0000849,Javier Bardem,"Las Palmas de Gran Canaria, Gran Canaria, Canary Islands, Spain",1
1865734,,Joe Hewetson,,0
8396,nm0001474,Tom 'Tiny' Lister Jr.,"Compton, California, USA",0
70851,nm0085312,Jack Black,"Santa Monica, California, USA",0
11283,nm1599755,Clive Ashborn,,0
1563380,nm1375139,Victor Gardener,,0
18352,nm0001131,Patrick Dempsey,"Lewiston, Maine, USA",0
8349,nm0000640,Martin Sheen,"Dayton, Ohio, USA",0
983710,nm2578315,Adriana Paz,"Mexico City, Mexico",0
15762,nm0152839,Tara Strong,"Toronto, Ontario, Canada",0
27128,nm0669041,Aaron Pearl,"Sechelt, British Columbia, Canada",0
14343,nm0000623,Rene Russo,"Burbank, California, USA",0
585443,nm1262047,Roland Menou,,0
98464,nm0249528,Adrian Edmondson,"Bradford, Yorkshire, England",0
1831379,nm1665050,Martin Bishop,,0
230660,nm3101617,Shiori Kutsuna," Sydney, Australia",0
1994466,,Nikolas Michailidis,,0
1999015,,Carolina Ángel,,0
21700,nm0135440,Christopher S. Capp,,0
1025970,nm1845157,Robert Gerdisch,,0
15094,nm0448712,Diana Kent,South Africa,0
3092,nm0000473,Diane Keaton,"Los Angeles, California, USA",1
79879,nm0998499,Jason Thorpe,,0
2564264,,Lila Sage Bromley,,0
1598107,nm2132319,Andreea Păduraru,"Craiova, Dolj, Romania",0
2267142,,Mabel Tamone,,0
1408401,nm0382743,Kevin Hickman,,0
979412,nm1781213,Matthew Cardarople,"Exeter, New Hampshire, USA",0
1214974,nm1183986,Mark Rhino Smith,"London, England",0
72440,nm0270451,Brendan Fehr,"New Westminster, British Columbia, Canada",0
1502949,nm6355840,Michael A. Cook,,0
1815748,nm0852442,Harry Taylor,,0
1787829,nm0314747,Dawn Michelle King,,0
1283,nm0000307,Helena Bonham Carter,"Golders Green, London, England, UK",0
59231,nm0601376,Joel David Moore,"Portland, Oregon, USA",0
1408400,nm1089952,Tom Harrison-Read,,0
41129,nm0607434,Dina Morrone,,0
221857,nm1402510,Miles Jupp,"Newcastle upon Tyne, England, UK",0
2267143,nm10308553,Rita Dinardo,,0
2564270,,Maliah Bargas-Good,,0
2267144,,Nicolette Bianca,,0
2267145,,Victor Leto,,0
1525689,nm5250080,Ludi Lin,"Fuzhou, China",0
1649152,nm8188622,Jacob Batalon,"Honolulu, Hawaii, USA",0
107170,nm1006741,Jarvis Cocker,"Sheffield, Yorkshire, England, UK",0
1201351,nm0413309,Billy Jackson,"Wellington, North Island, New Zealand",0
1473276,nm0413089,Cameron Jack,,0
155030,nm1035730,Victor McCay,"Alabama, USA",0
1935874,,Joe Grossi,,0
11288,nm1500155,Robert Pattinson,"Barnes, London, England, UK",0
1475235,,Joy McAvoy,,0
1085158,nm2618512,Stef Dawson,"Canberra, Australia",0
4566,nm0000614,Alan Rickman,"Hammersmith, London, UK",0
115974,nm1269723,Adam Pally,"New York City, New York, USA",0
1237670,,Nicole Rudell,,0
1024175,nm0528244,Brian Lynch,"Middletown Township, New Jersey, USA",0
230054,,Tara Sands,"Connecticut, USA",0
1616920,nm0149447,Amer Chadha-Patel,,0
2267149,nm10308554,Oriana Lacono,,0
1201353,nm0992227,Peter Corrigan,,0
1862433,nm5447790,Dermot Murphy,,0
7574,nm0454598,Cleo King,"St. Louis, Missouri, USA",0
157626,nm0705014,Jan Rabson,"East Meadow, Long Island, New York, USA",0
27138,nm0009002,Doug Abrahams,,0
61914,nm2191570,Zoe Ventoura,Perth - Western Australia - Australia,0
20204,nm0888743,James Vanderbilt,"Norwalk, Connecticut, U.S.",0
582919,nm0501359,Darren Lemke,,0
17064,nm0924210,Ben Whishaw,"Clifton, Bedfordshire, England, UK",0
1893640,,Rupert Raineri,,0
1171631,nm0016474,Ashley Albert,"Miami Shores, Florida, USA",0
1893641,,Stephen Lopez,,0
1351857,,Tim Gordon,,0
15768,nm0635183,Tim Nordquist,,0
1370630,nm1569065,Leanne Best,"Liverpool, England, UK",0
93210,nm1727304,Domhnall Gleeson,"Dublin, Ireland",0
1999025,,Emmanuel Bernal,,0
6916,nm0419273,Peter Jason,"Hollywood, California, USA",0
2267150,nm10191392,Pearl Grantham,,0
128203,nm0879181,Pamala Tyson,,0
550843,nm0647634,Elizabeth Olsen,"Sherman Oaks, California, USA",0
2267151,,Noa Tsuchiya,,0
1044954,nm2795989,Sam Medina,,0
23958,nm0005438,Jeremy Sisto,"Grass Valley, California, USA",0
8873,nm0001633,Annie Potts,"Franklin, Kentucky, USA",0
141831,nm2123563,Michael Enright,,0
1180936,nm0614702,Sean Patrick Murphy,,0
167662,nm0780435,Ryan Seacrest,"Dunwoody, Georgia, USA",0
11291,nm0993242,Clémence Poésy,"L'Haÿ-les-Roses, Val-de-Marne, France",0
240724,nm4305463,Naomi Scott,"Hounslow, Greater London, England, UK",0
2312646,nm8915913,Marina Lyn Serra,,0
139946,nm1933893,Lisa McAllister,Great Britain Scotland,0
84493,nm0569680,Mickie McGowan,,0
209370,nm2516193,Jack Roth,"Hammersmith, London, UK",0
79054,nm0273371,Alex Fernandez,"Miami, Florida, USA",0
18364,nm0001719,George Segal,"Great Neck, New York, USA",0
1683933,,Ayzee,,0
6159,nm0000165,Ron Howard,"Duncan, Oklahoma, USA",1
1449370,nm0332449,Michael Gould,"Ealing, London, England, UK",0
91403,nm0472377,Chad Krowchuk,,0
2267153,,Alice Lanesbury,,0
61167,nm0003964,Frank C. Turner,"Wainwright, Alberta, Canada",0
17069,nm0859525,Sian Thomas,"Stratford-on-Avon, Warwickshire, England, UK",0
146186,nm0295579,Eddie Frierson,"Akron, Ohio, USA",0
44060,nm0692663,John Posey,"Hartford, Connecticut, USA",0
65717,nm0358316,Jon Hamm,"St. Louis, Missouri, USA",0
59919,nm1258970,Russell Brand,"Grays, Essex, England, UK",0
127453,nm1947403,Conan Stevens,,0
3085523,nm8231991,Jolie Chan,,0
1995232,,Claire K. Smith,,0
6162,nm0079273,Paul Bettany,"London, England, U.K.",0
1981,nm0005569,Alfre Woodard,"Tulsa, Oklahoma, USA",0
1294,nm0701512,Missi Pyle,"Houston, Texas, USA",0
556446,nm1150155,Elizabeth Moynihan,,0
1995233,,Jackson Stein,,0
1167087,nm0101048,David Bowers,,0
1999054,,Arthur Ortiz,,0
1995234,,Hannah G. Williams,,0
236302,nm2876098,Dylan Sprayberry,"Houston, Texas, USA",0
82104,nm1775091,Danai Gurira,"Grinnell, Iowa, USA",0
76828,nm1112955,Patrick Gilmore,"Edmonton, Alberta",0
1258713,nm3370088,Wang Xiaoli,"中国,黑龙江,嫩江",0
66221,nm0002033,Tyne Daly,"Madison, Wisconsin, USA",0
84496,nm2155757,Josh Cooley,"Los Angeles, California, USA",1
204191,nm2026536,Aramis Knight,"Woodland Hills, CA",0
1295,nm0746989,Deep Roy,"Nairobi, Kenya",0
6161,nm0000124,Jennifer Connelly,"Горы Катскилл, Нью-Йорк, США",1
829372,nm3103126,Michael Mando,"Québec City, Québec, Canada",0
175854,nm0233036,Michael Donovan," Vancouver, British Columbia, Canada",0
2267157,,Joshua Levinson,,0
1958072,nm5496335,Riley Lio,"Bellflower, California, USA",0
21722,nm0082517,John Billingsley,"Media, Pennsylvania, USA",0
74415,nm0619628,Patrice Naiambana,,0
86498,nm0407101,Gabriel Iglesias,"San Diego, California, USA",0
1882895,nm6073396,Hunter Dillon,"Vancouver, British Columbia, Canada",0
1819920,nm0040704,Delroy Atkinson,,0
1983,nm0488095,Vincent Laresca,"New York City, New York, USA",0
11290,nm1648506,Stanislav Yanevski,"Sofia, Bulgaria",0
6168,nm0671721,Austin Pendleton,"Warren, Ohio, USA",0
1378833,nm0510894,James Lin,,0
15774,nm0118333,Chris Buck,"Wichita, Kansas",1
36594,nm1017334,Juno Temple,"Hammersmith, London, England, UK",0
1789683,,Lalo Alcaraz,,0
1999034,nm9401747,Daniel Diaz,,0
1749473,,Arnold Chun,,0
1399567,nm0131472,Jo Cameron Brown,,0
2654393,,Gabby Wong,,0
2507441,nm0820153,Roger Squitero,Washington - D.C. - USA,0
21723,nm1151899,Robert Baker,Memphis - Tennessee - USA,0
135651,nm0430107,Michael B. Jordan,"Santa Ana, California, USA",0
84495,nm0363641,Jess Harnell,"Teaneck, New Jersey, USA",0
1999037,,Deb Fink,,0
1935296,nm6752526,Islie Hirvonen,,0
81316,nm1169428,Reid Scott,"Albany, New York, USA",0
96281,nm0382866,James Hicks,,0
1999038,,Libertad García Fonzi,,0
134171,nm0043484,Jack Axelrod," Los Angeles, California, USA",0
2260392,,Andreea Diac,,0
1619994,,Jade Quon,,0
1352976,nm1744237,Colin Follenweider,,0
1668317,nm1480092,Sadwyn Brophy,,0
1371894,nm4609731,Kaitlyn Dias,"El Dorado Hills, California",0
568387,nm4522146,Ariella Paradise,,0
203538,nm0461104,Tom Knight,,0
4581,nm0176869,Steve Coogan,"Middleton, Manchester, England, UK",0
2001428,nm9105075,Bryony Miller,,0
10182,nm0000609,Ving Rhames,"New York City, New York, USA",0
1683942,,Justyn Shippelt,,0
192,nm0000151,Morgan Freeman,"Memphis, Tennessee, USA",1
2082762,,Sam La Hood,,0
19487,nm0379596,Jay Hernandez,"Montebello, California, USA",0
2265573,,Otep Shamaya,,0
38939,nm0053102,Richard Baratta,"Poughkeepsie, New York, USA",0
230681,nm2553988,Pip Carter,,0
1088938,nm0721593,Anthony Reynolds,"Cardiff, Wales, UK",0
2082763,,Chris Streeter,,0
144606,nm1830016,Alan Pietruszewski,"Buffalo, New York, USA",0
2082764,,Semi Kuresa,,0
156342,nm0741891,Romy Rosemont,"Los Angeles, California, USA",0
1412860,nm0271794,Feng Gong,"Tianjin, China",0
72466,nm0268199,Colin Farrell,"Castleknock, Dublin, Ireland",0
2082765,,Paul Bryson,,0
7026,nm0406975,Rhys Ifans,"Haverfordwest, Pembrokeshire, Wales, UK",0
2441410,nm10461180,Joshua Mauga,,0
59233,nm1058940,Scoot McNairy,"Dallas, Texas, USA",0
1631516,nm0002738,Cliff Lanning,"Kingsbury, Middlesex, England, UK",0
571418,nm1970465,Kristofer Hivju,"Oslo, Norway",0
78311,nm0884313,Steve Valentine,"Bishopbriggs, Scotland, UK",0
1416619,nm1991575,Marisa Quinn,"McAllen, Texas, USA",0
568388,nm4235222,Benedict Clarke,,0
1236584,nm1783797,Andrew Sullivan,"Godstone, Surrey, England, UK",0
