id_avaliador,id_filme_TMDB,nota
rottentomatoes,11033,8.0
imdb,2605,6.7
tmdb,2605,6.6
rottentomatoes,2605,5.9
imdb,9058,6.5
tmdb,9058,6.8
rottentomatoes,9058,5.4
imdb,454619,6.0
tmdb,454619,6.6
rottentomatoes,454619,2.4
imdb,268920,5.2
tmdb,268920,5.7
rottentomatoes,268920,0.7
imdb,1924,7.3
tmdb,1924,7.1
rottentomatoes,1924,9.4
imdb,158011,6.7
tmdb,158011,6.8
rottentomatoes,158011,4.4
imdb,35019,6.1
tmdb,35019,6.3
imdb,29185,6.5
tmdb,29185,6.1
rottentomatoes,29185,3.8
imdb,85052,5.3
tmdb,85052,5.3
imdb,446021,7.1
tmdb,446021,6.8
rottentomatoes,446021,7.4
imdb,8373,6.0
tmdb,8373,6.1
rottentomatoes,8373,2.0
imdb,10406,5.8
tmdb,10406,5.8
rottentomatoes,10406,1.5
imdb,11804,5.5
tmdb,11804,5.6
rottentomatoes,11804,0.7
imdb,142,7.7
tmdb,142,7.8
rottentomatoes,142,8.7
imdb,20701,6.3
tmdb,20701,6.1
rottentomatoes,20701,4.3
imdb,13493,4.3
tmdb,13493,5.5
rottentomatoes,13493,1.2
imdb,10137,5.9
tmdb,10137,6.0
rottentomatoes,10137,6.7
imdb,11283,6.6
tmdb,11283,6.6
imdb,583,8.1
tmdb,583,7.8
imdb,1890,7.2
tmdb,1890,7.0
rottentomatoes,1890,8.2
imdb,10715,5.7
tmdb,10715,6.4
rottentomatoes,10715,5.6
imdb,2611,6.4
tmdb,2611,6.1
imdb,22762,6.5
tmdb,22762,5.4
imdb,50620,5.5
tmdb,50620,6.5
imdb,587,8.0
tmdb,587,7.8
rottentomatoes,587,7.5
imdb,11618,5.0
tmdb,11618,5.4
rottentomatoes,11618,1.6
imdb,2108,7.8
tmdb,2108,7.8
rottentomatoes,2108,8.9
imdb,225728,6.6
tmdb,225728,6.5
rottentomatoes,225728,8.0
imdb,9574,5.3
tmdb,9574,5.6
rottentomatoes,9574,2.4
imdb,524434,6.8
tmdb,524434,7.1
imdb,27205,8.8
tmdb,27205,8.3
rottentomatoes,27205,8.7
imdb,427910,5.6
tmdb,427910,5.3
rottentomatoes,427910,1.9
imdb,31608,6.2
tmdb,31608,6.7
rottentomatoes,31608,1.4
imdb,9378,5.6
tmdb,9378,6.2
imdb,2085,6.1
tmdb,2085,6.1
rottentomatoes,2085,3.2
imdb,309302,6.7
tmdb,309302,6.5
imdb,2274,4.8
tmdb,2274,5.4
rottentomatoes,2274,1.4
imdb,19901,6.4
tmdb,19901,6.3
imdb,2028,7.3
tmdb,2028,7.1
rottentomatoes,2028,9.8
imdb,339846,5.5
tmdb,339846,6.1
rottentomatoes,339846,1.7
imdb,17187,6.9
tmdb,17187,7.0
imdb,96,6.5
tmdb,96,6.4
rottentomatoes,96,4.7
imdb,8427,5.4
tmdb,8427,5.4
rottentomatoes,8427,1.6
imdb,16158,7.0
tmdb,16158,7.0
rottentomatoes,16158,6.1
imdb,11639,7.2
tmdb,11639,7.2
rottentomatoes,11639,7.9
imdb,10991,5.9
tmdb,10991,6.4
imdb,238615,6.5
tmdb,238615,6.4
imdb,758891,7.0
tmdb,758891,7.6
imdb,6022,6.5
tmdb,6022,5.8
rottentomatoes,6022,2.7
imdb,274862,6.0
tmdb,274862,6.5
rottentomatoes,274862,5.6
imdb,44977,5.4
tmdb,44977,6.0
imdb,10398,6.5
tmdb,10398,6.5
rottentomatoes,10398,2.7
imdb,241259,6.2
tmdb,241259,6.5
rottentomatoes,241259,2.9
imdb,10223,7.5
tmdb,10223,7.1
rottentomatoes,10223,9.0
imdb,10747,7.8
tmdb,10747,7.5
rottentomatoes,10747,9.0
imdb,62206,6.1
tmdb,62206,5.7
rottentomatoes,62206,4.5
imdb,12160,6.7
tmdb,12160,6.7
rottentomatoes,12160,4.4
imdb,9358,6.2
tmdb,9358,6.2
rottentomatoes,9358,4.8
imdb,16297,6.7
tmdb,16297,6.8
rottentomatoes,16297,1.7
imdb,8874,6.3
tmdb,8874,6.6
rottentomatoes,8874,7.3
imdb,9823,3.7
tmdb,9823,4.5
rottentomatoes,9823,0.2
imdb,13763,6.5
tmdb,13763,6.7
rottentomatoes,13763,7.0
imdb,57212,7.2
tmdb,57212,7.3
rottentomatoes,57212,7.5
imdb,10362,7.0
tmdb,10362,6.8
rottentomatoes,10362,8.2
imdb,72197,6.7
tmdb,72197,6.4
imdb,297762,7.4
tmdb,297762,7.3
rottentomatoes,297762,9.3
imdb,9573,6.4
tmdb,9573,6.1
rottentomatoes,9573,5.3
imdb,12235,6.5
tmdb,12235,6.5
rottentomatoes,12235,8.1
imdb,10643,6.1
tmdb,10643,7.0
imdb,10984,4.9
tmdb,10984,5.4
rottentomatoes,10984,1.2
imdb,233308,6.5
tmdb,233308,6.8
imdb,41436,5.7
tmdb,41436,5.8
rottentomatoes,41436,5.8
imdb,444218,6.6
tmdb,444218,7.6
imdb,16871,6.5
tmdb,16871,6.3
rottentomatoes,16871,9.2
imdb,7211,6.7
tmdb,7211,6.5
rottentomatoes,7211,6.5
imdb,39254,7.0
tmdb,39254,6.9
rottentomatoes,39254,6.0
imdb,557,7.3
tmdb,557,7.2
rottentomatoes,557,9.0
imdb,542178,7.5
tmdb,542178,7.4
imdb,107846,6.7
tmdb,107846,6.7
rottentomatoes,107846,5.0
imdb,146239,6.4
tmdb,146239,6.2
rottentomatoes,146239,3.9
imdb,3064,6.5
tmdb,3064,6.7
rottentomatoes,3064,6.7
imdb,395,5.6
tmdb,395,5.9
imdb,1648,7.0
tmdb,1648,6.9
imdb,8836,5.9
tmdb,8836,5.7
imdb,602,7.0
tmdb,602,6.8
rottentomatoes,602,6.7
imdb,10357,5.5
tmdb,10357,5.8
rottentomatoes,10357,5.0
imdb,97787,7.7
tmdb,97787,7.5
imdb,11519,5.8
tmdb,11519,5.9
rottentomatoes,11519,4.2
imdb,12222,6.8
tmdb,12222,6.5
imdb,280391,5.0
tmdb,280391,5.3
imdb,79,7.9
tmdb,79,7.5
imdb,13813,7.2
tmdb,13813,6.9
imdb,11522,6.8
tmdb,11522,6.8
rottentomatoes,11522,7.5
imdb,316152,6.9
tmdb,316152,6.7
rottentomatoes,316152,4.7
imdb,6439,5.2
tmdb,6439,5.8
rottentomatoes,6439,3.5
imdb,810,6.1
tmdb,810,6.2
rottentomatoes,810,4.1
imdb,338967,6.7
tmdb,338967,7.0
rottentomatoes,338967,6.8
imdb,9645,5.5
tmdb,9645,5.9
rottentomatoes,9645,1.6
imdb,70590,6.8
tmdb,70590,7.0
imdb,69597,8.0
tmdb,69597,6.2
imdb,34636,5.2
tmdb,34636,5.7
imdb,122081,5.3
tmdb,122081,5.2
imdb,43539,7.3
tmdb,43539,7.1
rottentomatoes,43539,5.0
imdb,10158,6.8
tmdb,10158,6.7
rottentomatoes,10158,7.6
imdb,402900,6.3
tmdb,402900,7.0
imdb,426563,3.8
tmdb,426563,4.4
imdb,6957,7.1
tmdb,6957,6.3
rottentomatoes,6957,8.5
imdb,11096,6.0
tmdb,11096,6.4
rottentomatoes,11096,1.3
imdb,27397,6.9
tmdb,27397,5.8
rottentomatoes,27397,8.8
imdb,9919,6.4
tmdb,9919,6.7
rottentomatoes,9919,4.2
imdb,11285,5.4
tmdb,11285,6.1
rottentomatoes,11285,3.3
imdb,256040,8.0
tmdb,256040,7.5
imdb,17332,6.7
tmdb,17332,6.7
rottentomatoes,17332,5.6
imdb,259316,7.3
tmdb,259316,7.3
rottentomatoes,259316,7.4
imdb,11375,5.3
tmdb,11375,5.3
rottentomatoes,11375,3.0
imdb,58723,7.1
tmdb,58723,5.6
imdb,572164,7.0
tmdb,572164,7.3
imdb,10431,6.2
tmdb,10431,6.3
imdb,520763,7.3
tmdb,520763,7.7
imdb,440021,6.6
tmdb,440021,6.6
rottentomatoes,440021,7.1
imdb,425001,5.6
tmdb,425001,6.5
imdb,9927,5.8
tmdb,9927,5.7
rottentomatoes,9927,4.0
imdb,11543,6.9
tmdb,11543,6.5
rottentomatoes,11543,5.0
imdb,354912,8.4
tmdb,354912,8.2
rottentomatoes,354912,9.7
imdb,926,7.3
tmdb,926,7.1
rottentomatoes,926,9.0
imdb,10169,6.0
tmdb,10169,5.6
rottentomatoes,10169,3.0
imdb,9494,5.9
tmdb,9494,6.3
rottentomatoes,9494,5.6
imdb,2055,7.4
tmdb,2055,7.2
rottentomatoes,2055,7.9
imdb,65057,7.3
tmdb,65057,6.8
rottentomatoes,65057,8.8
imdb,9023,7.2
tmdb,9023,7.7
imdb,39466,5.9
tmdb,39466,6.6
imdb,10156,6.9
tmdb,10156,6.8
imdb,36593,6.5
tmdb,36593,6.5
imdb,818,6.2
tmdb,818,6.0
rottentomatoes,818,5.3
imdb,14289,5.1
tmdb,14289,5.6
rottentomatoes,14289,1.1
imdb,34544,6.7
tmdb,34544,6.4
rottentomatoes,34544,4.8
imdb,11558,6.9
tmdb,11558,6.7
rottentomatoes,11558,8.1
imdb,12180,6.0
tmdb,12180,6.1
rottentomatoes,12180,1.8
imdb,399402,6.6
tmdb,399402,6.8
rottentomatoes,399402,3.6
imdb,302688,6.0
tmdb,302688,5.9
rottentomatoes,302688,2.7
imdb,512200,6.7
tmdb,512200,7.0
rottentomatoes,512200,7.2
imdb,39465,6.2
tmdb,39465,6.9
imdb,227783,5.7
tmdb,227783,5.7
rottentomatoes,227783,1.3
imdb,310131,6.9
tmdb,310131,6.8
imdb,11521,6.6
tmdb,11521,6.5
rottentomatoes,11521,7.3
imdb,283366,6.7
tmdb,283366,6.8
rottentomatoes,283366,6.4
imdb,10730,5.9
tmdb,10730,6.2
rottentomatoes,10730,5.3
imdb,19959,6.3
tmdb,19959,6.1
rottentomatoes,19959,3.7
imdb,80035,5.7
tmdb,80035,5.5
rottentomatoes,80035,1.7
imdb,4437,6.8
tmdb,4437,6.7
rottentomatoes,4437,6.6
imdb,7972,7.3
tmdb,7972,7.1
rottentomatoes,7972,8.8
imdb,27582,6.6
tmdb,27582,6.4
rottentomatoes,27582,5.3
imdb,1833,6.9
tmdb,1833,6.8
rottentomatoes,1833,4.6
imdb,9576,7.4
tmdb,9576,7.2
rottentomatoes,9576,9.0
imdb,36243,7.1
tmdb,36243,7.5
imdb,166426,6.5
tmdb,166426,6.6
rottentomatoes,166426,2.9
imdb,121828,6.8
tmdb,121828,7.1
imdb,36657,7.4
tmdb,36657,7.0
rottentomatoes,36657,8.1
imdb,29143,6.2
tmdb,29143,5.8
rottentomatoes,29143,5.0
imdb,18254,7.3
tmdb,18254,7.1
rottentomatoes,18254,8.9
imdb,10982,6.4
tmdb,10982,6.2
imdb,83666,7.8
tmdb,83666,7.7
rottentomatoes,83666,9.4
imdb,10268,6.7
tmdb,10268,6.3
imdb,2099,5.6
tmdb,2099,5.8
rottentomatoes,2099,2.3
imdb,8699,7.2
tmdb,8699,6.7
imdb,601,7.8
tmdb,601,7.5
imdb,22954,7.3
tmdb,22954,7.2
rottentomatoes,22954,7.7
imdb,9386,7.2
tmdb,9386,7.0
rottentomatoes,9386,9.6
imdb,620,7.8
tmdb,620,7.4
imdb,381341,7.8
tmdb,381341,7.9
imdb,13159,5.9
tmdb,13159,6.0
rottentomatoes,13159,1.8
imdb,15670,4.5
tmdb,15670,6.6
rottentomatoes,15670,2.9
imdb,9535,6.7
tmdb,9535,6.5
rottentomatoes,9535,6.9
imdb,13090,6.8
tmdb,13090,6.6
imdb,6283,6.5
tmdb,6283,6.5
imdb,72387,6.5
tmdb,72387,6.5
rottentomatoes,72387,5.8
imdb,22804,6.0
tmdb,22804,6.3
rottentomatoes,22804,3.9
imdb,27298,5.8
tmdb,27298,5.5
imdb,229297,6.5
tmdb,229297,6.5
rottentomatoes,229297,5.1
imdb,14161,5.8
tmdb,14161,5.8
rottentomatoes,14161,3.9
imdb,20283,7.7
tmdb,20283,7.3
rottentomatoes,20283,9.5
imdb,609,7.3
tmdb,609,7.1
rottentomatoes,609,8.6
imdb,10591,6.7
tmdb,10591,6.7
rottentomatoes,10591,5.6
imdb,400928,7.6
tmdb,400928,8.1
rottentomatoes,400928,7.3
imdb,262500,6.2
tmdb,262500,6.4
rottentomatoes,262500,2.8
imdb,353081,7.7
tmdb,353081,7.4
rottentomatoes,353081,9.7
imdb,370567,5.2
tmdb,370567,5.6
rottentomatoes,370567,2.7
imdb,13668,6.0
tmdb,13668,5.9
imdb,203793,5.6
tmdb,203793,6.5
imdb,206324,8.2
tmdb,206324,7.5
imdb,64,7.9
tmdb,64,7.6
imdb,519255,5.5
tmdb,519255,5.7
imdb,484641,6.7
tmdb,484641,6.7
rottentomatoes,484641,3.3
imdb,673,7.9
tmdb,673,8.0
rottentomatoes,673,9.0
imdb,18722,6.0
tmdb,18722,5.9
rottentomatoes,18722,1.3
imdb,364689,6.8
tmdb,364689,7.2
rottentomatoes,364689,7.2
imdb,39154,3.1
tmdb,39154,4.3
imdb,9312,5.8
tmdb,9312,5.8
rottentomatoes,9312,4.8
imdb,10559,7.3
tmdb,10559,7.2
rottentomatoes,10559,7.0
imdb,9276,6.5
tmdb,9276,6.5
rottentomatoes,9276,5.2
imdb,2976,6.7
tmdb,2976,6.7
rottentomatoes,2976,9.1
imdb,117319,8.1
tmdb,117319,6.0
imdb,10275,6.9
tmdb,10275,6.8
imdb,390043,6.9
tmdb,390043,6.9
rottentomatoes,390043,4.3
imdb,11324,8.2
tmdb,11324,8.2
rottentomatoes,11324,6.8
imdb,12593,6.3
tmdb,12593,6.1
rottentomatoes,12593,5.7
imdb,12919,6.8
tmdb,12919,7.0
rottentomatoes,12919,4.8
imdb,82992,7.0
tmdb,82992,6.8
rottentomatoes,82992,7.1
imdb,18491,8.1
tmdb,18491,8.4
imdb,146233,8.1
tmdb,146233,8.0
rottentomatoes,146233,8.1
imdb,1588,6.1
tmdb,1588,6.2
rottentomatoes,1588,6.3
imdb,258480,7.3
tmdb,258480,7.5
rottentomatoes,258480,9.4
imdb,10371,5.8
tmdb,10371,5.8
rottentomatoes,10371,1.4
imdb,217,6.1
tmdb,217,6.0
rottentomatoes,217,7.8
imdb,480414,5.3
tmdb,480414,5.7
rottentomatoes,480414,2.8
imdb,7549,7.6
tmdb,7549,7.5
imdb,15137,7.7
tmdb,15137,7.7
imdb,85985,5.5
tmdb,85985,6.1
imdb,262391,7.0
tmdb,262391,6.7
imdb,12273,5.7
tmdb,12273,5.5
imdb,3050,5.4
tmdb,3050,5.7
imdb,41823,6.6
tmdb,41823,6.5
imdb,1621,7.5
tmdb,1621,7.2
rottentomatoes,1621,8.7
imdb,140,7.4
tmdb,140,7.4
imdb,12262,6.3
tmdb,12262,6.2
rottentomatoes,12262,6.5
imdb,10601,6.8
tmdb,10601,7.2
rottentomatoes,10601,7.7
imdb,16555,5.8
tmdb,16555,6.9
rottentomatoes,16555,2.6
imdb,22894,5.3
tmdb,22894,5.8
rottentomatoes,22894,1.9
imdb,8512,6.7
tmdb,8512,6.3
rottentomatoes,8512,8.8
imdb,14821,6.4
tmdb,14821,6.4
rottentomatoes,14821,7.6
imdb,10808,4.7
tmdb,10808,5.3
rottentomatoes,10808,4.2
imdb,27576,6.4
tmdb,27576,6.4
rottentomatoes,27576,6.2
imdb,3989,7.2
tmdb,3989,6.7
rottentomatoes,3989,7.7
imdb,383498,7.7
tmdb,383498,7.5
rottentomatoes,383498,8.3
imdb,1636,6.0
tmdb,1636,6.0
imdb,18828,5.4
tmdb,18828,5.5
rottentomatoes,18828,1.2
imdb,19585,5.1
tmdb,19585,5.4
rottentomatoes,19585,2.2
imdb,14071,6.5
tmdb,14071,6.2
imdb,10803,6.8
tmdb,10803,6.6
rottentomatoes,10803,6.2
imdb,11622,6.6
tmdb,11622,6.6
imdb,14359,7.5
tmdb,14359,7.2
rottentomatoes,14359,8.0
imdb,2320,6.4
tmdb,2320,6.2
imdb,99,7.9
tmdb,99,7.7
imdb,9654,7.0
tmdb,9654,6.7
rottentomatoes,9654,7.3
imdb,489648,4.2
tmdb,489648,6.0
imdb,2832,7.3
tmdb,2832,7.2
rottentomatoes,2832,6.2
imdb,12251,5.5
tmdb,12251,5.5
rottentomatoes,12251,1.6
imdb,8348,7.0
tmdb,8348,6.7
rottentomatoes,8348,9.0
imdb,296524,7.1
tmdb,296524,6.8
rottentomatoes,296524,8.3
imdb,235260,5.7
tmdb,235260,6.9
imdb,11780,6.9
tmdb,11780,6.8
imdb,11452,6.4
tmdb,11452,6.0
rottentomatoes,11452,1.8
imdb,18402,5.8
tmdb,18402,5.7
rottentomatoes,18402,3.9
imdb,447200,5.8
tmdb,447200,6.3
rottentomatoes,447200,4.8
imdb,7350,7.4
tmdb,7350,7.2
rottentomatoes,7350,4.1
imdb,323272,6.5
tmdb,323272,7.9
rottentomatoes,323272,3.4
imdb,11632,6.2
tmdb,11632,5.8
rottentomatoes,11632,4.9
imdb,549053,6.5
tmdb,549053,7.3
imdb,6393,6.5
tmdb,6393,6.2
rottentomatoes,6393,2.9
imdb,512,6.6
tmdb,512,6.6
rottentomatoes,512,4.1
imdb,287,7.1
tmdb,287,6.7
rottentomatoes,287,9.7
imdb,3176,7.6
tmdb,3176,7.3
imdb,96721,8.1
tmdb,96721,7.7
rottentomatoes,96721,8.8
imdb,20857,6.4
tmdb,20857,6.5
rottentomatoes,20857,4.1
imdb,558,7.3
tmdb,558,7.1
rottentomatoes,558,9.3
imdb,324786,8.1
tmdb,324786,8.2
rottentomatoes,324786,8.4
imdb,1422,8.5
tmdb,1422,8.2
rottentomatoes,1422,9.1
imdb,501907,7.3
tmdb,501907,7.0
imdb,34653,7.5
tmdb,34653,7.3
rottentomatoes,34653,8.5
imdb,293660,8.0
tmdb,293660,7.6
rottentomatoes,293660,8.5
imdb,32823,6.3
tmdb,32823,5.9
rottentomatoes,32823,7.2
imdb,177945,7.8
tmdb,177945,7.6
imdb,300168,6.0
tmdb,300168,6.3
imdb,17170,5.7
tmdb,17170,5.7
imdb,11040,7.6
tmdb,11040,7.6
rottentomatoes,11040,9.6
imdb,7442,6.3
tmdb,7442,6.5
rottentomatoes,7442,2.0
imdb,2655,6.6
tmdb,2655,6.4
rottentomatoes,2655,4.6
imdb,347201,7.9
tmdb,347201,7.7
imdb,10027,7.0
tmdb,10027,6.9
imdb,38358,5.7
tmdb,38358,5.6
rottentomatoes,38358,7.2
imdb,11850,7.4
tmdb,11850,7.2
rottentomatoes,11850,9.3
imdb,816,7.0
tmdb,816,6.5
rottentomatoes,816,7.1
imdb,24873,5.9
tmdb,24873,6.3
rottentomatoes,24873,1.1
imdb,713,7.6
tmdb,713,7.4
rottentomatoes,713,9.2
imdb,8363,7.6
tmdb,8363,7.2
rottentomatoes,8363,8.8
imdb,10033,6.2
tmdb,10033,6.2
imdb,2756,7.5
tmdb,2756,7.3
imdb,340613,7.2
tmdb,340613,7.2
imdb,19994,5.3
tmdb,19994,5.8
rottentomatoes,19994,4.5
imdb,37786,4.5
tmdb,37786,6.1
rottentomatoes,37786,1.6
imdb,49849,6.0
tmdb,49849,5.6
rottentomatoes,49849,4.4
imdb,11,8.6
tmdb,11,8.2
imdb,157849,6.8
tmdb,157849,6.5
rottentomatoes,157849,8.7
imdb,11980,6.5
tmdb,11980,6.5
rottentomatoes,11980,4.3
imdb,118340,8.0
tmdb,118340,7.9
rottentomatoes,118340,9.1
imdb,10550,3.7
tmdb,10550,4.4
imdb,581528,6.9
tmdb,581528,7.5
imdb,14059,5.2
tmdb,14059,6.1
imdb,504172,7.0
tmdb,504172,6.8
rottentomatoes,504172,7.0
imdb,563,7.2
tmdb,563,7.0
rottentomatoes,563,6.5
imdb,10650,6.6
tmdb,10650,6.6
rottentomatoes,10650,5.6
imdb,60672,6.0
tmdb,60672,6.1
imdb,496230,5.4
tmdb,496230,5.5
imdb,268896,5.6
tmdb,268896,6.1
imdb,21461,8.1
tmdb,21461,7.3
imdb,10414,6.6
tmdb,10414,6.6
rottentomatoes,10414,2.3
imdb,10210,6.4
tmdb,10210,6.5
imdb,1058,5.9
tmdb,1058,5.9
imdb,4348,7.8
tmdb,4348,8.1
imdb,11202,7.9
tmdb,11202,7.5
rottentomatoes,11202,9.4
imdb,417830,4.2
tmdb,417830,5.4
imdb,3172,6.5
tmdb,3172,6.3
rottentomatoes,3172,6.4
imdb,120467,8.1
tmdb,120467,8.0
rottentomatoes,120467,9.1
imdb,19065,5.8
tmdb,19065,5.4
imdb,591,6.6
tmdb,591,6.7
rottentomatoes,591,2.6
imdb,1934,7.1
tmdb,1934,6.9
rottentomatoes,1934,9.2
imdb,60935,6.2
tmdb,60935,6.2
rottentomatoes,60935,3.4
imdb,21610,6.4
tmdb,21610,6.4
rottentomatoes,21610,7.0
imdb,10603,5.5
tmdb,10603,5.6
rottentomatoes,10603,5.6
imdb,429351,6.6
tmdb,429351,6.1
rottentomatoes,429351,5.0
imdb,23706,4.8
tmdb,23706,4.9
rottentomatoes,23706,0.6
imdb,9602,7.1
tmdb,9602,6.8
rottentomatoes,9602,6.5
imdb,411741,6.6
tmdb,411741,6.5
rottentomatoes,411741,8.6
imdb,23629,6.0
tmdb,23629,6.1
rottentomatoes,23629,2.2
imdb,8587,8.5
tmdb,8587,8.3
rottentomatoes,8587,9.3
imdb,39002,4.4
tmdb,39002,4.9
rottentomatoes,39002,1.0
imdb,81481,8.1
tmdb,81481,8.2
imdb,15384,7.6
tmdb,15384,7.4
imdb,256274,6.2
tmdb,256274,6.7
rottentomatoes,256274,2.6
imdb,42297,6.4
tmdb,42297,7.2
rottentomatoes,42297,3.7
imdb,5902,7.4
tmdb,5902,7.2
rottentomatoes,5902,6.4
imdb,496328,7.7
tmdb,496328,7.5
imdb,11797,7.1
tmdb,11797,7.0
rottentomatoes,11797,9.2
imdb,195012,7.0
tmdb,195012,5.9
imdb,2698,5.4
tmdb,2698,5.5
rottentomatoes,2698,2.3
imdb,384018,6.5
tmdb,384018,6.9
rottentomatoes,384018,6.7
imdb,505262,7.5
tmdb,505262,8.0
imdb,631843,5.8
tmdb,631843,6.7
imdb,1285,5.6
tmdb,1285,5.4
imdb,10735,5.8
tmdb,10735,6.2
rottentomatoes,10735,3.5
imdb,10364,7.1
tmdb,10364,6.7
rottentomatoes,10364,7.9
imdb,1579,7.8
tmdb,1579,7.5
rottentomatoes,1579,6.6
imdb,209451,6.8
tmdb,209451,6.8
rottentomatoes,209451,5.1
imdb,109431,5.7
tmdb,109431,5.8
rottentomatoes,109431,1.9
imdb,5143,7.9
tmdb,5143,7.6
rottentomatoes,5143,9.1
imdb,3635,6.9
tmdb,3635,6.6
imdb,1825,5.8
tmdb,1825,6.3
rottentomatoes,1825,3.0
imdb,157350,6.6
tmdb,157350,6.9
rottentomatoes,157350,4.1
imdb,4909,7.8
tmdb,4909,7.6
rottentomatoes,4909,8.9
imdb,293646,6.9
tmdb,293646,6.3
rottentomatoes,293646,4.8
imdb,11412,6.8
tmdb,11412,6.6
rottentomatoes,11412,7.0
imdb,102651,7.0
tmdb,102651,7.1
rottentomatoes,102651,5.4
imdb,19259,5.5
tmdb,19259,5.4
rottentomatoes,19259,5.8
imdb,16140,7.2
tmdb,16140,6.9
imdb,368940,5.4
tmdb,368940,5.8
imdb,21861,6.3
tmdb,21861,6.5
imdb,9036,7.3
tmdb,9036,7.0
rottentomatoes,9036,7.3
imdb,9600,5.2
tmdb,9600,5.8
rottentomatoes,9600,3.0
imdb,12626,7.2
tmdb,12626,6.8
rottentomatoes,12626,9.8
imdb,11584,6.6
tmdb,11584,6.4
rottentomatoes,11584,8.8
imdb,11065,6.1
tmdb,11065,6.0
rottentomatoes,11065,6.4
imdb,11258,5.9
tmdb,11258,5.8
imdb,158015,5.7
tmdb,158015,6.3
rottentomatoes,158015,4.0
imdb,39057,6.4
tmdb,39057,7.2
imdb,1930,6.9
tmdb,1930,6.6
rottentomatoes,1930,7.3
imdb,2502,7.7
tmdb,2502,7.3
rottentomatoes,2502,8.2
imdb,49530,6.7
tmdb,49530,6.9
rottentomatoes,49530,3.7
imdb,522241,7.1
tmdb,522241,7.2
imdb,941,7.6
tmdb,941,7.3
rottentomatoes,941,8.1
imdb,201,6.4
tmdb,201,6.2
imdb,21724,3.5
tmdb,21724,4.7
rottentomatoes,21724,1.8
imdb,11846,6.5
tmdb,11846,6.4
rottentomatoes,11846,7.0
imdb,16,8.0
tmdb,16,7.9
rottentomatoes,16,6.9
imdb,2895,7.2
tmdb,2895,6.5
imdb,139405,6.0
tmdb,139405,4.3
imdb,55721,6.8
tmdb,55721,6.5
rottentomatoes,55721,9.0
imdb,12573,7.1
tmdb,12573,6.8
rottentomatoes,12573,9.0
imdb,11542,6.9
tmdb,11542,6.7
rottentomatoes,11542,8.4
imdb,11932,5.5
tmdb,11932,5.9
rottentomatoes,11932,4.6
imdb,5228,5.6
tmdb,5228,5.9
rottentomatoes,5228,6.7
imdb,10897,6.3
tmdb,10897,6.7
rottentomatoes,10897,2.3
imdb,49521,7.0
tmdb,49521,6.6
rottentomatoes,49521,5.6
imdb,194,8.3
tmdb,194,7.9
imdb,74465,7.1
tmdb,74465,6.7
rottentomatoes,74465,6.5
imdb,3600,4.7
tmdb,3600,5.3
rottentomatoes,3600,0.7
imdb,511987,6.1
tmdb,511987,6.3
rottentomatoes,511987,8.3
imdb,245168,6.9
tmdb,245168,7.3
rottentomatoes,245168,7.3
imdb,8338,6.6
tmdb,8338,6.5
rottentomatoes,8338,4.3
imdb,415842,6.2
tmdb,415842,6.4
rottentomatoes,415842,3.4
imdb,109443,6.3
tmdb,109443,6.1
rottentomatoes,109443,7.4
imdb,505600,7.2
tmdb,505600,7.1
rottentomatoes,505600,9.6
imdb,49730,5.5
tmdb,49730,6.0
rottentomatoes,49730,1.0
imdb,336843,6.3
tmdb,336843,7.1
rottentomatoes,336843,4.3
imdb,11260,5.0
tmdb,11260,5.3
rottentomatoes,11260,2.0
imdb,10192,6.3
tmdb,10192,6.3
rottentomatoes,10192,5.8
imdb,423,8.5
tmdb,423,8.4
rottentomatoes,423,9.5
imdb,534780,8.2
tmdb,534780,7.7
imdb,1832,7.3
tmdb,1832,6.9
imdb,425909,7.8
tmdb,425909,7.7
imdb,35690,6.0
tmdb,35690,7.2
rottentomatoes,35690,2.1
imdb,16246,6.4
tmdb,16246,6.2
rottentomatoes,16246,4.3
imdb,8839,6.1
tmdb,8839,6.3
rottentomatoes,8839,5.1
imdb,312221,7.6
tmdb,312221,7.4
rottentomatoes,312221,9.5
imdb,43931,4.8
tmdb,43931,5.6
rottentomatoes,43931,1.0
imdb,297222,8.1
tmdb,297222,7.7
imdb,617,6.5
tmdb,617,6.3
rottentomatoes,617,6.2
imdb,402672,5.7
tmdb,402672,6.5
imdb,388399,7.4
tmdb,388399,7.0
imdb,11249,4.8
tmdb,11249,5.5
rottentomatoes,11249,3.3
imdb,131631,6.6
tmdb,131631,6.8
rottentomatoes,131631,6.9
imdb,70868,5.0
tmdb,70868,5.2
rottentomatoes,70868,1.7
imdb,8968,4.2
tmdb,8968,5.0
rottentomatoes,8968,1.3
imdb,5559,6.1
tmdb,5559,6.0
rottentomatoes,5559,5.0
imdb,453405,5.7
tmdb,453405,6.4
rottentomatoes,453405,2.6
imdb,17159,7.7
tmdb,17159,7.3
rottentomatoes,17159,8.1
imdb,11450,7.5
tmdb,11450,7.3
rottentomatoes,11450,9.6
imdb,193,6.6
tmdb,193,6.5
imdb,127585,7.9
tmdb,127585,7.5
rottentomatoes,127585,9.0
imdb,9335,6.3
tmdb,9335,6.3
rottentomatoes,9335,5.2
imdb,12158,4.6
tmdb,12158,5.0
rottentomatoes,12158,1.2
imdb,300983,7.3
tmdb,300983,6.9
imdb,11107,5.2
tmdb,11107,5.7
imdb,14163,8.2
tmdb,14163,7.4
